,package,github repository,license
11280,cmudict,prosegrinder/python-cmudict,['GNU General Public License v3 or later (GPLv3+)']
11281,genie-abstract,Unavailable,['Apache Software License']
11282,sphinx-feature-classification,Unavailable,['Apache Software License']
11283,zc-recipe-testrunner,zopefoundation/zc.recipe.testrunner,['Zope Public License']
11284,pytest-dotenv,quiqua/pytest-dotenv,['MIT License']
11285,plaster-pastedeploy,Pylons/plaster_pastedeploy,['MIT License']
11286,openvisus,sci-visus/OpenVisus,['Unavailable']
11287,dulwich,dulwich/dulwich,['Apache Software License']
11288,pyrad,pyradius/pyrad,['BSD License']
11289,plumbum,tomerfiliba/plumbum,['MIT License']
11290,codecov,codecov/codecov-python,['Apache Software License']
11291,cvxpy,cvxpy/cvxpy,['Unavailable']
11292,dtaidistance,wannesm/dtaidistance,['Apache Software License']
11293,py-melissa-climate,kennedyshead/py-melissa-climate,['MIT License']
11294,boto3-batch-utils,Unavailable,['Unavailable']
11295,swagger-spec-validator,Unavailable,['Unavailable']
11296,python-lzf,Unavailable,['BSD License']
11297,zencad,mirmik/zencad,['Unavailable']
11298,kuryr-lib,Unavailable,['Apache Software License']
11299,rabbyt,Unavailable,['MIT License']
11300,tltk,Unavailable,['BSD License']
11301,thraxilsettings,thraxil/thraxilsettings,['Unavailable']
11302,pepper8,myth/pepper8,['Unavailable']
11303,nsw-fuel-api-client,nickw444/nsw-fuel-api-client,['Unavailable']
11304,pycodestyle,Unavailable,['MIT License']
11305,jupyter-echarts-pypkg,pyecharts/jupyter-echarts-pypkg,['Unavailable']
11306,airtest,AirtestProject/Airtest,['Unavailable']
11307,django-logpipe,Unavailable,['ISC License (ISCL)']
11308,html-testrunner,oldani/HtmlTestRunner,['MIT License']
11309,kolejkaobserver,kolejka/kolejka,['Unavailable']
11310,clusterdock,clusterdock/clusterdock,['Apache Software License']
11311,fedex,python-fedex-devs/python-fedex,['BSD License']
11312,lmdb,Unavailable,['Unavailable']
11313,django-sesame,aaugustin/django-sesame,['BSD License']
11314,pyramid-debugtoolbar,Unavailable,['Repoze Public License']
11315,ievv-opensource,Unavailable,['OSI Approved']
11316,twitter,Unavailable,['MIT License']
11317,ais-dom-frontend,home-assistant/frontend,['Unavailable']
11318,nsenter,zalando/python-nsenter,['Apache Software License']
11319,envmgr-cli,trainline/envmgr-cli,['Unavailable']
11320,mistral-dashboard,Unavailable,['Apache Software License']
11321,widgetastic-core,RedHatQE/widgetastic.core,['Apache Software License']
11322,products-cmfuid,zopefoundation/Products.CMFUid,['Zope Public License']
11323,traitlets,ipython/traitlets,['BSD License']
11324,flarecast-utils,Unavailable,['Unavailable']
11325,pyobjc-framework-scriptingbridge,ronaldoussoren/pyobjc,['MIT License']
11326,wiringpi,WiringPi/WiringPi-Python,['Unavailable']
11327,django-passwords,Unavailable,['BSD License']
11328,progress,Unavailable,['ISC License (ISCL)']
11329,django-hosts,jazzband/django-hosts,['BSD License']
11330,mygene,biothings/mygene.py,['BSD License']
11331,envparse,rconradharris/envparse,['MIT License']
11332,django-waffle,Unavailable,['BSD License']
11333,aioredis,aio-libs/aioredis-py,['MIT License']
11334,csscompressor,Unavailable,['BSD License']
11335,smhi-pkg,joysoftware/pypi_smhi,['MIT License']
11336,git-fame,casperdcl/git-fame,['Mozilla Public License 2.0 (MPL 2.0)']
11337,pycares,Unavailable,['MIT License']
11338,flask-ldapconn,Unavailable,['BSD License']
11339,yamale,23andMe/Yamale,['MIT License']
11340,django-smuggler,Unavailable,['GNU Lesser General Public License v3 or later (LGPLv3+)']
11341,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,['Unavailable']
11342,anybadge,jongracecox/anybadge,['MIT License']
11343,aijidevtools,AIJIJI/devtools,['MIT License']
11344,products-sessions,zopefoundation/Products.Sessions,['Zope Public License']
11345,django-sass-processor,jrief/django-sass-processor,['MIT License']
11346,azure-cli-find,Azure/azure-cli,['MIT License']
11347,fastai,fastai/fastai,['Apache Software License']
11348,flake8-import-order,PyCQA/flake8-import-order,"['GNU Lesser General Public License v3 (LGPLv3)', 'MIT License']"
11349,netlib,Unavailable,['MIT License']
11350,borgbackup,Unavailable,['BSD License']
11351,jug,Unavailable,['MIT License']
11352,landsat578,Unavailable,['Apache Software License']
11353,ajenti,Unavailable,['Unavailable']
11354,ntplib,cf-natali/ntplib,['MIT License']
11355,awsebcli,Unavailable,['Apache Software License']
11356,django-easysettings,Unavailable,['BSD License']
11357,nitor-deploy-tools,NitorCreations/nitor-deploy-tools,['Unavailable']
11358,opencage,OpenCageData/python-opencage-geocoder,['BSD License']
11359,cuber,kriot/Cuber,['Unavailable']
11360,eth-typing,ethereum/eth-typing,['MIT License']
11361,cssmin,Unavailable,['Unavailable']
11362,nxviz,ericmjl/nxviz,['MIT License']
11363,p4p,Unavailable,['BSD License']
11364,popbill,linkhub-sdk/Popbill.py,['MIT License']
11365,graphene-file-upload,lmcgartland/graphene-file-upload,['MIT License']
11366,django-viewflow,Unavailable,['GNU Affero General Public License v3 or later (AGPLv3+)']
11367,pymantic,norcalrdf/pymantic,['BSD License']
11368,pytest-remotedata,astropy/pytest-remotedata,['BSD License']
11369,django-bitly,Unavailable,['BSD License']
11370,flower,mher/flower,['BSD License']
11371,bioc,bionlplab/bioc,['MIT License']
11372,django-jet,geex-arts/django-jet,"['Free for non-commercial use', 'GNU Affero General Public License v3']"
11373,django-restframework-apiview,007gzs/django_restframework_apiview,['GNU Lesser General Public License v3 (LGPLv3)']
11374,inspect-it,Unavailable,['MIT License']
11375,clay,lucuma/clay,['MIT License']
11376,django-referrer-policy,ubernostrum/django-referrer-policy,['BSD License']
11377,screeninfo,rr-/screeninfo,['MIT License']
11378,fabtools,Unavailable,['BSD License']
11379,check-manifest,mgedmin/check-manifest,['MIT License']
11380,django-translation-manager,COEXCZ/django-translation-manager,['Mozilla Public License 2.0 (MPL 2.0)']
11381,spylon-kernel,Unavailable,['BSD License']
11382,datadotworld,Unavailable,['Apache Software License']
11383,django-for-runners,jedie/django-for-runners,['Unavailable']
11384,swarmmanagement,hansehe/SwarmManagement,['MIT License']
11385,azure-cli-maps,Azure/azure-cli,['Unavailable']
11386,sqlanydb,sqlanywhere/sqlanydb,['Apache Software License']
11387,pympler,pympler/pympler,['Apache Software License']
11388,redo,mozilla-releng/redo,['Unavailable']
11389,pygdal,nextgis/pygdal,['MIT License']
11390,mailmanclient,Unavailable,['GNU General Public License v3 or later (GPLv3+)']
11391,version-utils,Unavailable,['GNU General Public License v3 (GPLv3)']
11392,cjkwrap,Unavailable,['GNU Lesser General Public License v3 or later (LGPLv3+)']
11393,slapos-core,Unavailable,['Unavailable']
11394,cynet,Unavailable,['MIT License']
11395,colcon-pkg-config,colcon/colcon-pkg-config,['Apache Software License']
11396,webhelpers,Unavailable,['Unavailable']
11397,anystructure,audunarn/ANYstructure,['MIT License']
11398,gdata,Unavailable,['Unavailable']
11399,freezegun,spulec/freezegun,['Apache Software License']
11400,pytest-pudb,wronglink/pytest-pudb,['Unavailable']
11401,pyqrcode,mnooner256/pyqrcode,['BSD License']
11402,pydub,Unavailable,['MIT License']
11403,waiter,coady/waiter,['Apache Software License']
11404,devpi-server,Unavailable,['MIT License']
11405,openhomedevice,bazwilliams/openhomedevice,['MIT License']
11406,devtools,Unavailable,['MIT License']
11407,datatest,Unavailable,['Apache Software License']
11408,twilio,twilio/twilio-python,['MIT License']
11409,cu2qu,Unavailable,['Apache Software License']
11410,django-querysetsequence,Unavailable,['ISC License (ISCL)']
11411,luhn,mmcloughlin/luhn,['Unavailable']
11412,json-merge-patch,open-contracting/json-merge-patch,['Unavailable']
11413,django-photologue,richardbarran/django-photologue,['BSD License']
11414,ligo-segments,Unavailable,['GNU General Public License v3 (GPLv3)']
11415,django-standard-form,alesdotio/django-standard-form,['BSD License']
11416,umemcache,Unavailable,['BSD License']
11417,kerberos,apple/ccs-pykerberos,['Apache Software License']
11418,django-prices-openexchangerates,mirumee/django-prices-openexchangerates,['BSD License']
11419,fakeredis,Unavailable,['BSD License']
11420,logger,Unavailable,['Unavailable']
11421,ensure,kislyuk/ensure,['Apache Software License']
11422,pint,hgrecco/pint,['BSD License']
11423,traitsui,enthought/traitsui,['BSD License']
11424,azure-cli-extension,Azure/azure-cli,['MIT License']
11425,facebookads,facebook/facebook-python-ads-sdk,['Unavailable']
11426,kmodes,nicodv/kmodes,['MIT License']
11427,z3,presslabs/z3,['Apache Software License']
11428,recur7down,shichaoji/recur7down,['MIT License']
11429,pysmb,Unavailable,['zlib/libpng License']
11430,oslo-messaging,Unavailable,['Apache Software License']
11431,sickle,Unavailable,['BSD License']
11432,blindspin,kennethreitz/blindspin,['Unavailable']
11433,syncloud-lib,syncloud/lib,['Unavailable']
11434,django-rest-models,Yupeek/django-rest-models,['GNU General Public License v3 (GPLv3)']
11435,lz4tools,darkdragn/lz4file,['BSD License']
11436,fixture,Unavailable,['GNU Library or Lesser General Public License (LGPL)']
11437,record,zopefoundation/Record,['Zope Public License']
11438,unify,myint/unify,['MIT License']
11439,flask-silk,Unavailable,['BSD License']
11440,sqlobject,Unavailable,['GNU Library or Lesser General Public License (LGPL)']
11441,pytest-flask,pytest-dev/pytest-flask,['MIT License']
11442,orionsdk,Unavailable,['Apache Software License']
11443,jws,Unavailable,['MIT License']
11444,csvmatch,maxharlow/csvmatch,['Apache Software License']
11445,pytest-axe,Unavailable,['Unavailable']
11446,taggit-selectize,chhantyal/taggit-selectize,['BSD License']
11447,cbor2,agronholm/cbor2,['MIT License']
11448,letsencrypt,letsencrypt/letsencrypt,['Apache Software License']
11449,flask-shell-ipython,Unavailable,['MIT License']
11450,matminer,hackingmaterials/matminer,['Unavailable']
11451,slicerator,Unavailable,['Unavailable']
11452,tarjan,Unavailable,['GNU Lesser General Public License v3 (LGPLv3)']
11453,fsleyes,Unavailable,['Apache Software License']
11454,allennlp,allenai/allennlp,['Apache Software License']
11455,pydeps,thebjorn/pydeps,['BSD License']
11456,pyobjc-framework-exceptionhandling,ronaldoussoren/pyobjc,['MIT License']
11457,pycups,zdohnal/pycups,['GNU General Public License (GPL)']
11458,numpy-stl,WoLpH/numpy-stl,['BSD License']
11459,preggy,heynemann/preggy,['MIT License']
11460,ipython-cluster-helper,roryk/ipython-cluster-helper,['Unavailable']
11461,ajaxuploader,GoodCloud/django-ajax-uploader,['Unavailable']
11462,pyworld,JeremyCCHsu/Python-Wrapper-for-World-Vocoder,['Unavailable']
11463,hellosign-python-sdk,hellosign/hellosign-python-sdk,['MIT License']
11464,trytond-project-revenue,Unavailable,['GNU General Public License v3 or later (GPLv3+)']
11465,clowdr,Unavailable,['MIT License']
11466,gdown,Unavailable,['Unavailable']
11467,trachet,Unavailable,['GNU General Public License (GPL)']
11468,base32-crockford,jbittel/base32-crockford,['BSD License']
11469,pluggy,pytest-dev/pluggy,['MIT License']
11470,flumine,betcode-org/flumine,['MIT License']
11471,yt,yt-project/yt,['BSD License']
11472,owlready2,Unavailable,['GNU Lesser General Public License v3 or later (LGPLv3+)']
11473,nece,tatterdemalion/django-nece,['BSD License']
11474,mbed-cli,Unavailable,['Apache Software License']
11475,esmre,wharris/esmre,['GNU Library or Lesser General Public License (LGPL)']
11476,idataapi-transform,zpoint/idataapi-transform,['MIT License']
11477,cgcloud-spark-tools,BD2KGenomics/cgcloud,['Unavailable']
11478,recordlinkage,J535D165/recordlinkage,['BSD License']
11479,template-remover,Unavailable,['Apache Software License']
11480,crwy,wuyue92tree/crwy,['Unavailable']
11481,netcdf4,Unidata/netcdf4-python,['MIT License']
11482,unirest,Mashape/unirest-python,['Unavailable']
11483,executor,Unavailable,['MIT License']
11484,great-expectations,great-expectations/great_expectations,['Apache Software License']
11485,django-debreach,Unavailable,['BSD License']
11486,django-gulp,beaugunderson/django-gulp,['MIT License']
11487,azure-cli-appservice,Azure/azure-cli,['MIT License']
11488,easygui,robertlugg/easygui,['BSD License']
11489,oauth2client,Unavailable,['Apache Software License']
11490,instabot,instagrambot/instabot,['Apache Software License']
11491,clikraken,zertrin/clikraken,['Apache Software License']
11492,pantsbuild-pants-contrib-codeanalysis,pantsbuild/pants,['Apache Software License']
11493,asyncio-extras,agronholm/asyncio_extras,['MIT License']
11494,cobalt,laws-africa/cobalt,['GNU Lesser General Public License v3 (LGPLv3)']
11495,cryptos,Unavailable,['MIT License']
11496,phrasedml,sys-bio/phrasedml,['Unavailable']
11497,wagtailgeowidget,Unavailable,['MIT License']
11498,djangocms-helper,nephila/djangocms-helper,['GNU General Public License v2 or later (GPLv2+)']
11499,goose3,goose3/goose3,['Apache Software License']
11500,buildbot-console-view,Unavailable,['GNU General Public License v2 (GPLv2)']
11501,gin-config,google/gin-config,['Apache Software License']
11502,mozdebug,Unavailable,['Unavailable']
11503,pyhik,mezz64/pyhik,['Unavailable']
11504,neupy,Unavailable,['MIT License']
11505,testrail,travispavek/testrail-python,['MIT License']
11506,asynccmd,valentinmk/asynccmd,['Apache Software License']
11507,livereload,lepture/python-livereload,['BSD License']
11508,eppy,santoshphilip/eppy,['MIT License']
11509,coolamqp,smok-serwis/coolamqp,['MIT License']
11510,spade,javipalanca/spade,['MIT License']
11511,translationstring,Pylons/translationstring,['Repoze Public License']
11512,skyfield,Unavailable,['MIT License']
11513,crate,crate/crate-python,['Apache Software License']
11514,robotframework-ftplibrary,Unavailable,['Unavailable']
11515,arvados-python-client,arvados/arvados.git,['Unavailable']
11516,products-zctextindex,zopefoundation/Products.ZCTextIndex,['Zope Public License']
11517,restresponse,tysonholub/RestResponse.git,['Unavailable']
11518,hgapi,Unavailable,"['Freely Distributable', 'BSD License', 'MIT License']"
11519,npm,markfinger/python-npm,['Unavailable']
11520,pygogo,reubano/pygogo,['MIT License']
11521,flanker,Unavailable,['Apache Software License']
11522,chainercv,Unavailable,['Unavailable']
11523,mlens,flennerhag/mlens,['MIT License']
11524,cleo,python-poetry/cleo,['MIT License']
11525,inspire-utils,inspirehep/inspire-utils,['GNU General Public License v3 (GPLv3)']
11526,hieroglyph,nyergler/hieroglyph,['BSD License']
11527,offspring,borgstrom/offspring,['Unavailable']
11528,velocyto,velocyto-team/velocyto.py,['Unavailable']
11529,maxminddb-geolite2,Unavailable,['Unavailable']
11530,fzutils,Unavailable,['MIT License']
11531,ansible-tower-cli,ansible/tower-cli,['Apache Software License']
11532,eelbrain,Unavailable,['Unavailable']
11533,glom,mahmoud/glom,['BSD License']
11534,pyautoit,jacexh/pyautoit,['MIT License']
11535,league-utils,TheKevJames/league.git,['MIT License']
11536,esdrt-content,eea/esdrt.content,['Unavailable']
11537,py-dateutil,Unavailable,['BSD License']
11538,geonamescache,yaph/geonamescache,['MIT License']
11539,qt-py,mottosso/Qt,['MIT License']
11540,django-saml2-auth,fangli/django-saml2-auth,['Apache Software License']
11541,django-maintenancemode,shanx/django-maintenancemode,['BSD License']
11542,l18n,tkhyn/l18n,['MIT License']
11543,tc-aws,Unavailable,['MIT License']
11544,python-git,chidimo/python-git,['MIT License']
11545,pybel,pybel/pybel,['MIT License']
11546,bl,BlackEarth/bl,['Mozilla Public License 2.0 (MPL 2.0)']
11547,pyobjc-framework-cryptotokenkit,ronaldoussoren/pyobjc,['MIT License']
11548,rq-dashboard,Parallels/rq-dashboard,['BSD License']
11549,pyramid-storage,danjac/pyramid_storage,['BSD License']
11550,cmakelint,cmake-lint/cmake-lint,['Apache Software License']
11551,pyvlx,Julius2342/pyvlx,['GNU Lesser General Public License v3 (LGPLv3)']
11552,collectd,Unavailable,['BSD License']
11553,oss2,Unavailable,['MIT License']
11554,callee,Xion/callee,['BSD License']
11555,azureml-train-core,Unavailable,['Unavailable']
11556,pyquant-ms,Unavailable,['MIT License']
11557,qrtools,primetang/qrtools,['Unavailable']
11558,mohawk,kumar303/mohawk,['Unavailable']
11559,ansible-alicloud,alibaba/ansible-provider,['MIT License']
11560,django-mjml,liminspace/django-mjml,['MIT License']
11561,curlify,oeegor/curlify,['MIT License']
11562,dreqpy,Unavailable,['MIT License']
11563,vcrpy,kevin1024/vcrpy,['MIT License']
11564,objdict,Unavailable,['GNU Library or Lesser General Public License (LGPL)']
11565,datetime-truncate,mediapop/datetime_truncate,['BSD License']
11566,symfit,tBuLi/symfit,['MIT License']
11567,bcdoc,botocore/bcdoc,['Unavailable']
11568,cubicweb-file,Unavailable,['Unavailable']
